Row,Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,ds,y
1354,Tuesday,3,2018-05-29,"5,525","3,777","3,112",665,2018-05-29,5525
1355,Wednesday,4,2018-05-30,"5,407","3,574","2,908",666,2018-05-30,5407
1356,Thursday,5,2018-05-31,"4,994","3,485","2,792",693,2018-05-31,4994
1357,Friday,6,2018-06-01,"3,835","2,681","2,172",509,2018-06-01,3835
1358,Saturday,7,2018-06-02,"2,511","1,750","1,423",327,2018-06-02,2511
1359,Sunday,1,2018-06-03,"3,371","2,308","1,891",417,2018-06-03,3371
1360,Monday,2,2018-06-04,"5,226","3,399","2,741",658,2018-06-04,5226
1361,Tuesday,3,2018-06-05,"5,139","3,453","2,811",642,2018-06-05,5139
1362,Wednesday,4,2018-06-06,"5,051","3,474","2,828",646,2018-06-06,5051
1363,Thursday,5,2018-06-07,"4,787","3,283","2,685",598,2018-06-07,4787
1364,Friday,6,2018-06-08,"3,956","2,670","2,107",563,2018-06-08,3956
1365,Saturday,7,2018-06-09,"2,303","1,589","1,278",311,2018-06-09,2303
1366,Sunday,1,2018-06-10,"3,011","2,091","1,717",374,2018-06-10,3011
1367,Monday,2,2018-06-11,"4,896","3,326","2,714",612,2018-06-11,4896
1368,Tuesday,3,2018-06-12,"4,952","3,309","2,624",685,2018-06-12,4952
1369,Wednesday,4,2018-06-13,"4,570","3,099","2,439",660,2018-06-13,4570
1370,Thursday,5,2018-06-14,"4,542","2,962","2,377",585,2018-06-14,4542
1371,Friday,6,2018-06-15,"3,383","2,320","1,847",473,2018-06-15,3383
1372,Saturday,7,2018-06-16,"1,922","1,316","1,061",255,2018-06-16,1922
1373,Sunday,1,2018-06-17,"2,404","1,677","1,361",316,2018-06-17,2404
1374,Monday,2,2018-06-18,"4,576","2,964","2,313",651,2018-06-18,4576
1375,Tuesday,3,2018-06-19,"4,727","3,144","2,519",625,2018-06-19,4727
1376,Wednesday,4,2018-06-20,"4,639","2,989","2,370",619,2018-06-20,4639
1377,Thursday,5,2018-06-21,"4,108","2,762","2,154",608,2018-06-21,4108
1378,Friday,6,2018-06-22,"3,372","2,207","1,744",463,2018-06-22,3372
1379,Saturday,7,2018-06-23,"1,996","1,277",989,288,2018-06-23,1996
1380,Sunday,1,2018-06-24,"2,415","1,619","1,266",353,2018-06-24,2415
1381,Monday,2,2018-06-25,"4,457","2,881","2,272",609,2018-06-25,4457
1382,Tuesday,3,2018-06-26,"4,736","3,039","2,410",629,2018-06-26,4736
1383,Wednesday,4,2018-06-27,"4,245","2,818","2,244",574,2018-06-27,4245
1384,Thursday,5,2018-06-28,"4,081","2,785","2,160",625,2018-06-28,4081
1385,Friday,6,2018-06-29,"3,053","2,008","1,568",440,2018-06-29,3053
1386,Saturday,7,2018-06-30,"1,741","1,147",927,220,2018-06-30,1741
1387,Sunday,1,2018-07-01,"2,186","1,447","1,140",307,2018-07-01,2186
1388,Monday,2,2018-07-02,"4,026","2,533","1,952",581,2018-07-02,4026
1389,Tuesday,3,2018-07-03,"3,961","2,515","1,966",549,2018-07-03,3961
1390,Wednesday,4,2018-07-04,"3,019","2,032","1,595",437,2018-07-04,3019
1391,Thursday,5,2018-07-05,"3,743","2,496","1,997",499,2018-07-05,3743
1392,Friday,6,2018-07-06,"3,050","1,995","1,575",420,2018-07-06,3050
1393,Saturday,7,2018-07-07,"1,688","1,080",857,223,2018-07-07,1688
1394,Sunday,1,2018-07-08,"2,185","1,440","1,145",295,2018-07-08,2185
1395,Monday,2,2018-07-09,"4,104","2,576","2,016",560,2018-07-09,4104
1396,Tuesday,3,2018-07-10,"4,097","2,694","2,059",635,2018-07-10,4097
1397,Wednesday,4,2018-07-11,"3,844","2,506","1,895",611,2018-07-11,3844
1398,Thursday,5,2018-07-12,"3,743","2,530","2,001",529,2018-07-12,3743
1399,Friday,6,2018-07-13,"3,073","2,068","1,581",487,2018-07-13,3073
1400,Saturday,7,2018-07-14,"1,852","1,249",992,257,2018-07-14,1852
1401,Sunday,1,2018-07-15,"2,105","1,474","1,173",301,2018-07-15,2105
1402,Monday,2,2018-07-16,"4,078","2,657","2,095",562,2018-07-16,4078
1403,Tuesday,3,2018-07-17,"4,515","2,856","2,255",601,2018-07-17,4515
1404,Wednesday,4,2018-07-18,"4,276","2,779","2,173",606,2018-07-18,4276
1405,Thursday,5,2018-07-19,"4,043","2,705","2,114",591,2018-07-19,4043
1406,Friday,6,2018-07-20,"3,004","2,028","1,576",452,2018-07-20,3004
1407,Saturday,7,2018-07-21,"1,664","1,177",942,235,2018-07-21,1664
1408,Sunday,1,2018-07-22,"2,248","1,561","1,246",315,2018-07-22,2248
1409,Monday,2,2018-07-23,"4,062","2,658","2,081",577,2018-07-23,4062
1410,Tuesday,3,2018-07-24,"4,053","2,680","2,091",589,2018-07-24,4053
1411,Wednesday,4,2018-07-25,"3,628","2,431","1,879",552,2018-07-25,3628
1412,Thursday,5,2018-07-26,"3,596","2,415","1,925",490,2018-07-26,3596
1413,Friday,6,2018-07-27,"3,140","2,002","1,539",463,2018-07-27,3140
1414,Saturday,7,2018-07-28,"1,938","1,304","1,054",250,2018-07-28,1938
1415,Sunday,1,2018-07-29,"2,460","1,699","1,364",335,2018-07-29,2460
1416,Monday,2,2018-07-30,"4,175","2,771","2,166",605,2018-07-30,4175
1417,Tuesday,3,2018-07-31,"4,113","2,881","2,310",571,2018-07-31,4113
1418,Wednesday,4,2018-08-01,"4,273","2,901","2,310",591,2018-08-01,4273
1419,Thursday,5,2018-08-02,"4,194","2,754","2,202",552,2018-08-02,4194
1420,Friday,6,2018-08-03,"3,405","2,345","1,833",512,2018-08-03,3405
1421,Saturday,7,2018-08-04,"1,800","1,251","1,025",226,2018-08-04,1800
1422,Sunday,1,2018-08-05,"2,378","1,694","1,388",306,2018-08-05,2378
1423,Monday,2,2018-08-06,"4,319","2,856","2,233",623,2018-08-06,4319
1424,Tuesday,3,2018-08-07,"4,388","2,971","2,375",596,2018-08-07,4388
1425,Wednesday,4,2018-08-08,"4,205","2,724","2,118",606,2018-08-08,4205
1426,Thursday,5,2018-08-09,"3,973","2,555","1,998",557,2018-08-09,3973
1427,Friday,6,2018-08-10,"3,510","2,224","1,777",447,2018-08-10,3510
1428,Saturday,7,2018-08-11,"1,913","1,281","1,012",269,2018-08-11,1913
1429,Sunday,1,2018-08-12,"2,397","1,644","1,284",360,2018-08-12,2397
1430,Monday,2,2018-08-13,"4,348","2,789","2,224",565,2018-08-13,4348
1431,Tuesday,3,2018-08-14,"3,966","2,688","2,127",561,2018-08-14,3966
1432,Wednesday,4,2018-08-15,"3,805","2,544","2,035",509,2018-08-15,3805
1433,Thursday,5,2018-08-16,"3,866","2,604","2,074",530,2018-08-16,3866
1434,Friday,6,2018-08-17,"3,489","2,219","1,737",482,2018-08-17,3489
1435,Saturday,7,2018-08-18,"2,074","1,394","1,108",286,2018-08-18,2074
1436,Sunday,1,2018-08-19,"2,519","1,687","1,318",369,2018-08-19,2519
1437,Monday,2,2018-08-20,"4,202","2,734","2,128",606,2018-08-20,4202
1438,Tuesday,3,2018-08-21,"4,023","2,711","2,147",564,2018-08-21,4023
1439,Wednesday,4,2018-08-22,"4,048","2,685","2,121",564,2018-08-22,4048
1440,Thursday,5,2018-08-23,"4,150","2,860","2,249",611,2018-08-23,4150
1441,Friday,6,2018-08-24,"3,154","2,199","1,742",457,2018-08-24,3154
1442,Saturday,7,2018-08-25,"2,143","1,317","1,012",305,2018-08-25,2143
1443,Sunday,1,2018-08-26,"2,576","1,705","1,372",333,2018-08-26,2576
1444,Monday,2,2018-08-27,"4,317","2,954","2,367",587,2018-08-27,4317
1445,Tuesday,3,2018-08-28,"4,421","3,023","2,427",596,2018-08-28,4421
1446,Wednesday,4,2018-08-29,"4,563","3,019","2,395",624,2018-08-29,4563
1447,Thursday,5,2018-08-30,"4,055","2,798","2,265",533,2018-08-30,4055
1448,Friday,6,2018-08-31,"3,427","2,305","1,815",490,2018-08-31,3427
1449,Saturday,7,2018-09-01,"1,731","1,241",989,252,2018-09-01,1731
1450,Sunday,1,2018-09-02,"2,258","1,641","1,293",348,2018-09-02,2258
1451,Monday,2,2018-09-03,"3,655","2,499","2,032",467,2018-09-03,3655
1452,Tuesday,3,2018-09-04,"4,456","2,995","2,435",560,2018-09-04,4456
1453,Wednesday,4,2018-09-05,"4,566","3,042","2,456",586,2018-09-05,4566
1454,Thursday,5,2018-09-06,"4,314","3,049","2,508",541,2018-09-06,4314
1455,Friday,6,2018-09-07,"3,557","2,349","1,890",459,2018-09-07,3557
1456,Saturday,7,2018-09-08,"2,281","1,548","1,255",293,2018-09-08,2281
1457,Sunday,1,2018-09-09,"3,346","2,255","1,906",349,2018-09-09,3346
1458,Monday,2,2018-09-10,"4,711","3,200","2,600",600,2018-09-10,4711
1459,Tuesday,3,2018-09-11,"4,709","3,134","2,595",539,2018-09-11,4709
1460,Wednesday,4,2018-09-12,"4,379","3,032","2,464",568,2018-09-12,4379
1461,Thursday,5,2018-09-13,"4,357","2,870","2,325",545,2018-09-13,4357
1462,Friday,6,2018-09-14,"3,560","2,396","1,907",489,2018-09-14,3560
1463,Saturday,7,2018-09-15,"2,049","1,488","1,244",244,2018-09-15,2049
1464,Sunday,1,2018-09-16,"2,813","1,934","1,614",320,2018-09-16,2813
1465,Monday,2,2018-09-17,"5,064","3,241","2,621",620,2018-09-17,5064
1466,Tuesday,3,2018-09-18,"5,006","3,221","2,595",626,2018-09-18,5006
1467,Wednesday,4,2018-09-19,"4,949","3,282","2,708",574,2018-09-19,4949
1468,Thursday,5,2018-09-20,"4,695","3,165","2,573",592,2018-09-20,4695
1469,Friday,6,2018-09-21,"3,516","2,383","1,933",450,2018-09-21,3516
1470,Saturday,7,2018-09-22,"2,460","1,704","1,374",330,2018-09-22,2460
1471,Sunday,1,2018-09-23,"2,994","2,127","1,733",394,2018-09-23,2994
1472,Monday,2,2018-09-24,"4,688","3,273","2,679",594,2018-09-24,4688
1473,Tuesday,3,2018-09-25,"4,924","3,481","2,885",596,2018-09-25,4924
1474,Wednesday,4,2018-09-26,"5,209","3,546","2,936",610,2018-09-26,5209
1475,Thursday,5,2018-09-27,"5,966","4,029","3,385",644,2018-09-27,5966
1476,Friday,6,2018-09-28,"4,740","3,171","2,643",528,2018-09-28,4740
1477,Saturday,7,2018-09-29,"2,715","1,870","1,618",252,2018-09-29,2715
1478,Sunday,1,2018-09-30,"3,739","2,573","2,194",379,2018-09-30,3739
1479,Monday,2,2018-10-01,"5,841","3,982","3,331",651,2018-10-01,5841
1480,Tuesday,3,2018-10-02,"5,881","4,096","3,514",582,2018-10-02,5881
1481,Wednesday,4,2018-10-03,"5,540","3,863","3,249",614,2018-10-03,5540
1482,Thursday,5,2018-10-04,"5,636","3,894","3,306",588,2018-10-04,5636
1483,Friday,6,2018-10-05,"4,479","3,120","2,638",482,2018-10-05,4479
1484,Saturday,7,2018-10-06,"3,076","2,094","1,750",344,2018-10-06,3076
1485,Sunday,1,2018-10-07,"3,973","2,865","2,457",408,2018-10-07,3973
1486,Monday,2,2018-10-08,"6,045","4,310","3,659",651,2018-10-08,6045
1487,Tuesday,3,2018-10-09,"6,126","4,173","3,522",651,2018-10-09,6126
1488,Wednesday,4,2018-10-10,"6,084","4,319","3,616",703,2018-10-10,6084
1489,Thursday,5,2018-10-11,"6,154","4,254","3,632",622,2018-10-11,6154
1490,Friday,6,2018-10-12,"4,868","3,385","2,784",601,2018-10-12,4868
1491,Saturday,7,2018-10-13,"3,409","2,379","2,006",373,2018-10-13,3409
1492,Sunday,1,2018-10-14,"4,722","3,357","2,859",498,2018-10-14,4722
1493,Monday,2,2018-10-15,"6,555","4,550","3,766",784,2018-10-15,6555
1494,Tuesday,3,2018-10-16,"7,079","4,652","3,893",759,2018-10-16,7079
1495,Wednesday,4,2018-10-17,"6,691","4,673","3,893",780,2018-10-17,6691
1496,Thursday,5,2018-10-18,"6,522","4,398","3,666",732,2018-10-18,6522
1497,Friday,6,2018-10-19,"4,922","3,390","2,857",533,2018-10-19,4922
1498,Saturday,7,2018-10-20,"3,409","2,399","1,990",409,2018-10-20,3409
1499,Sunday,1,2018-10-21,"4,483","3,092","2,623",469,2018-10-21,4483
1500,Monday,2,2018-10-22,"6,666","4,499","3,769",730,2018-10-22,6666
1501,Tuesday,3,2018-10-23,"6,991","4,677","3,916",761,2018-10-23,6991
1502,Wednesday,4,2018-10-24,"6,871","4,619","3,808",811,2018-10-24,6871
1503,Thursday,5,2018-10-25,"6,357","4,331","3,579",752,2018-10-25,6357
1504,Friday,6,2018-10-26,"5,114","3,468","2,827",641,2018-10-26,5114
1505,Saturday,7,2018-10-27,"3,456","2,400","2,006",394,2018-10-27,3456
1506,Sunday,1,2018-10-28,"4,924","3,251","2,735",516,2018-10-28,4924
1507,Monday,2,2018-10-29,"6,837","4,704","3,890",814,2018-10-29,6837
1508,Tuesday,3,2018-10-30,"6,481","4,547","3,798",749,2018-10-30,6481
1509,Wednesday,4,2018-10-31,"6,296","4,316","3,545",771,2018-10-31,6296
1510,Thursday,5,2018-11-01,"6,044","3,988","3,299",689,2018-11-01,6044
1511,Friday,6,2018-11-02,"4,860","3,326","2,738",588,2018-11-02,4860
1512,Saturday,7,2018-11-03,"3,430","2,289","1,946",343,2018-11-03,3430
1513,Sunday,1,2018-11-04,"4,638","3,236","2,744",492,2018-11-04,4638
1514,Monday,2,2018-11-05,"6,365","4,329","3,609",720,2018-11-05,6365
1515,Tuesday,3,2018-11-06,"6,330","4,291","3,556",735,2018-11-06,6330
1516,Wednesday,4,2018-11-07,"5,865","3,937","3,267",670,2018-11-07,5865
1517,Thursday,5,2018-11-08,"5,692","3,938","3,298",640,2018-11-08,5692
1518,Friday,6,2018-11-09,"5,026","3,533","2,917",616,2018-11-09,5026
1519,Saturday,7,2018-11-10,"3,506","2,428","2,018",410,2018-11-10,3506
1520,Sunday,1,2018-11-11,"4,778","3,265","2,709",556,2018-11-11,4778
1521,Monday,2,2018-11-12,"6,684","4,592","3,795",797,2018-11-12,6684
1522,Tuesday,3,2018-11-13,"6,766","4,720","3,918",802,2018-11-13,6766
1523,Wednesday,4,2018-11-14,"6,916","4,674","3,872",802,2018-11-14,6916
1524,Thursday,5,2018-11-15,"6,440","4,379","3,634",745,2018-11-15,6440
1525,Friday,6,2018-11-16,"5,066","3,497","2,863",634,2018-11-16,5066
1526,Saturday,7,2018-11-17,"3,503","2,489","2,043",446,2018-11-17,3503
1527,Sunday,1,2018-11-18,"4,855","3,321","2,691",630,2018-11-18,4855
1528,Monday,2,2018-11-19,"6,818","4,601","3,795",806,2018-11-19,6818
1529,Tuesday,3,2018-11-20,"6,239","4,424","3,640",784,2018-11-20,6239
1530,Wednesday,4,2018-11-21,"5,471","3,904","3,194",710,2018-11-21,5471
1531,Thursday,5,2018-11-22,"4,453","3,186","2,592",594,2018-11-22,4453
1532,Friday,6,2018-11-23,"4,062","2,892","2,347",545,2018-11-23,4062
1533,Saturday,7,2018-11-24,"3,485","2,445","1,987",458,2018-11-24,3485
1534,Sunday,1,2018-11-25,"4,906","3,371","2,815",556,2018-11-25,4906
1535,Monday,2,2018-11-26,"7,099","4,871","4,012",859,2018-11-26,7099
1536,Tuesday,3,2018-11-27,"7,503","5,181","4,267",914,2018-11-27,7503
1537,Wednesday,4,2018-11-28,"7,554","5,227","4,330",897,2018-11-28,7554
1538,Thursday,5,2018-11-29,"7,169","4,944","4,106",838,2018-11-29,7169
1539,Friday,6,2018-11-30,"5,608","3,895","3,211",684,2018-11-30,5608
1540,Saturday,7,2018-12-01,"4,055","2,800","2,306",494,2018-12-01,4055
1541,Sunday,1,2018-12-02,"5,611","3,906","3,259",647,2018-12-02,5611
1542,Monday,2,2018-12-03,"7,650","5,378","4,431",947,2018-12-03,7650
1543,Tuesday,3,2018-12-04,"7,372","5,225","4,328",897,2018-12-04,7372
1544,Wednesday,4,2018-12-05,"7,369","5,166","4,316",850,2018-12-05,7369
1545,Thursday,5,2018-12-06,"7,250","5,093","4,213",880,2018-12-06,7250
1546,Friday,6,2018-12-07,"5,735","4,032","3,296",736,2018-12-07,5735
1547,Saturday,7,2018-12-08,"4,614","3,240","2,699",541,2018-12-08,4614
1548,Sunday,1,2018-12-09,"5,979","4,062","3,352",710,2018-12-09,5979
1549,Monday,2,2018-12-10,"7,840","5,421","4,465",956,2018-12-10,7840
1550,Tuesday,3,2018-12-11,"7,659","5,267","4,330",937,2018-12-11,7659
1551,Wednesday,4,2018-12-12,"7,319","4,983","4,010",973,2018-12-12,7319
1552,Thursday,5,2018-12-13,"6,373","4,452","3,620",832,2018-12-13,6373
1553,Friday,6,2018-12-14,"4,897","3,404","2,776",628,2018-12-14,4897
1554,Saturday,7,2018-12-15,"3,325","2,209","1,833",376,2018-12-15,3325
1555,Sunday,1,2018-12-16,"3,874","2,671","2,206",465,2018-12-16,3874
1556,Monday,2,2018-12-17,"5,436","3,791","3,062",729,2018-12-17,5436
1557,Tuesday,3,2018-12-18,"5,174","3,562","2,945",617,2018-12-18,5174
1558,Wednesday,4,2018-12-19,"4,873","3,255","2,632",623,2018-12-19,4873
1559,Thursday,5,2018-12-20,"3,913","2,716","2,164",552,2018-12-20,3913
1560,Friday,6,2018-12-21,"2,934","1,979","1,543",436,2018-12-21,2934
1561,Saturday,7,2018-12-22,"1,523","1,074",846,228,2018-12-22,1523
1562,Sunday,1,2018-12-23,"1,859","1,223",997,226,2018-12-23,1859
1563,Monday,2,2018-12-24,"1,835","1,310","1,019",291,2018-12-24,1835
1564,Tuesday,3,2018-12-25,"1,852","1,214",955,259,2018-12-25,1852
1565,Wednesday,4,2018-12-26,"2,357","1,594","1,243",351,2018-12-26,2357
1566,Thursday,5,2018-12-27,"2,583","1,783","1,418",365,2018-12-27,2583
1567,Friday,6,2018-12-28,"2,477","1,613","1,279",334,2018-12-28,2477
1568,Saturday,7,2018-12-29,"1,694","1,197",990,207,2018-12-29,1694
1569,Sunday,1,2018-12-30,"1,985","1,340","1,097",243,2018-12-30,1985
1570,Monday,2,2018-12-31,"1,723","1,159",874,285,2018-12-31,1723
1571,Tuesday,3,2019-01-01,"1,715","1,168",891,277,2019-01-01,1715
1572,Wednesday,4,2019-01-02,"3,431","2,361","1,899",462,2019-01-02,3431
1573,Thursday,5,2019-01-03,"4,118","2,793","2,259",534,2019-01-03,4118
1574,Friday,6,2019-01-04,"3,504","2,373","1,936",437,2019-01-04,3504
1575,Saturday,7,2019-01-05,"2,308","1,609","1,348",261,2019-01-05,2308
1576,Sunday,1,2019-01-06,"2,925","2,046","1,648",398,2019-01-06,2925
1577,Monday,2,2019-01-07,"4,587","3,100","2,550",550,2019-01-07,4587
1578,Tuesday,3,2019-01-08,"4,731","3,182","2,585",597,2019-01-08,4731
1579,Wednesday,4,2019-01-09,"4,831","3,245","2,660",585,2019-01-09,4831
1580,Thursday,5,2019-01-10,"4,162","2,836","2,298",538,2019-01-10,4162
1581,Friday,6,2019-01-11,"3,726","2,476","1,999",477,2019-01-11,3726
1582,Saturday,7,2019-01-12,"2,458","1,722","1,413",309,2019-01-12,2458
1583,Sunday,1,2019-01-13,"3,266","2,264","1,878",386,2019-01-13,3266
1584,Monday,2,2019-01-14,"5,016","3,348","2,760",588,2019-01-14,5016
1585,Tuesday,3,2019-01-15,"4,732","3,320","2,738",582,2019-01-15,4732
1586,Wednesday,4,2019-01-16,"4,938","3,447","2,845",602,2019-01-16,4938
1587,Thursday,5,2019-01-17,"5,033","3,516","2,967",549,2019-01-17,5033
1588,Friday,6,2019-01-18,"4,114","2,731","2,236",495,2019-01-18,4114
1589,Saturday,7,2019-01-19,"2,780","1,929","1,599",330,2019-01-19,2780
1590,Sunday,1,2019-01-20,"4,205","2,367","1,974",393,2019-01-20,4205
1591,Monday,2,2019-01-21,"4,983","3,391","2,783",608,2019-01-21,4983
1592,Tuesday,3,2019-01-22,"5,182","3,674","3,052",622,2019-01-22,5182
1593,Wednesday,4,2019-01-23,"5,316","3,856","3,199",657,2019-01-23,5316
1594,Thursday,5,2019-01-24,"5,021","3,462","2,853",609,2019-01-24,5021
1595,Friday,6,2019-01-25,"4,230","2,882","2,382",500,2019-01-25,4230
1596,Saturday,7,2019-01-26,"2,743","1,882","1,541",341,2019-01-26,2743
1597,Sunday,1,2019-01-27,"3,890","2,622","2,232",390,2019-01-27,3890
1598,Monday,2,2019-01-28,"5,575","3,925","3,232",693,2019-01-28,5575
1599,Tuesday,3,2019-01-29,"5,732","3,866","3,260",606,2019-01-29,5732
1600,Wednesday,4,2019-01-30,"5,402","3,759","3,134",625,2019-01-30,5402
1601,Thursday,5,2019-01-31,"5,069","3,597","2,984",613,2019-01-31,5069
1602,Friday,6,2019-02-01,"4,222","2,923","2,364",559,2019-02-01,4222
1603,Saturday,7,2019-02-02,"2,864","1,902","1,596",306,2019-02-02,2864
1604,Sunday,1,2019-02-03,"3,598","2,447","2,044",403,2019-02-03,3598
1605,Monday,2,2019-02-04,"5,366","3,767","3,146",621,2019-02-04,5366
1606,Tuesday,3,2019-02-05,"5,427","3,757","3,124",633,2019-02-05,5427
1607,Wednesday,4,2019-02-06,"5,667","3,759","3,130",629,2019-02-06,5667
1608,Thursday,5,2019-02-07,"5,517","3,763","3,069",694,2019-02-07,5517
1609,Friday,6,2019-02-08,"4,420","2,943","2,429",514,2019-02-08,4420
1610,Saturday,7,2019-02-09,"3,150","2,274","1,911",363,2019-02-09,3150
1611,Sunday,1,2019-02-10,"4,264","2,962","2,470",492,2019-02-10,4264
1612,Monday,2,2019-02-11,"6,569","4,276","3,566",710,2019-02-11,6569
1613,Tuesday,3,2019-02-12,"6,145","4,092","3,391",701,2019-02-12,6145
1614,Wednesday,4,2019-02-13,"5,743","3,932","3,236",696,2019-02-13,5743
1615,Thursday,5,2019-02-14,"5,512","3,762","3,075",687,2019-02-14,5512
1616,Friday,6,2019-02-15,"4,127","2,952","2,377",575,2019-02-15,4127
1617,Saturday,7,2019-02-16,"3,309","2,195","1,809",386,2019-02-16,3309
1618,Sunday,1,2019-02-17,"3,761","2,669","2,217",452,2019-02-17,3761
1619,Monday,2,2019-02-18,"5,592","3,912","3,226",686,2019-02-18,5592
1620,Tuesday,3,2019-02-19,"6,100","4,322","3,575",747,2019-02-19,6100
1621,Wednesday,4,2019-02-20,"6,208","4,265","3,543",722,2019-02-20,6208
1622,Thursday,5,2019-02-21,"5,730","4,071","3,352",719,2019-02-21,5730
1623,Friday,6,2019-02-22,"4,372","3,073","2,508",565,2019-02-22,4372
1624,Saturday,7,2019-02-23,"3,378","2,259","1,871",388,2019-02-23,3378
1625,Sunday,1,2019-02-24,"4,367","3,012","2,524",488,2019-02-24,4367
1626,Monday,2,2019-02-25,"6,318","4,424","3,678",746,2019-02-25,6318
1627,Tuesday,3,2019-02-26,"6,431","4,304","3,530",774,2019-02-26,6431
1628,Wednesday,4,2019-02-27,"5,919","4,205","3,442",763,2019-02-27,5919
1629,Thursday,5,2019-02-28,"5,668","3,966","3,266",700,2019-02-28,5668
1630,Friday,6,2019-03-01,"4,581","3,178","2,594",584,2019-03-01,4581
1631,Saturday,7,2019-03-02,"3,383","2,263","1,878",385,2019-03-02,3383
1632,Sunday,1,2019-03-03,"4,311","3,005","2,476",529,2019-03-03,4311
1633,Monday,2,2019-03-04,"6,357","4,214","3,443",771,2019-03-04,6357
1634,Tuesday,3,2019-03-05,"6,092","4,092","3,343",749,2019-03-05,6092
1635,Wednesday,4,2019-03-06,"5,772","4,070","3,340",730,2019-03-06,5772
1636,Thursday,5,2019-03-07,"5,861","4,064","3,330",734,2019-03-07,5861
1637,Friday,6,2019-03-08,"4,600","3,147","2,590",557,2019-03-08,4600
1638,Saturday,7,2019-03-09,"3,390","2,218","1,849",369,2019-03-09,3390
1639,Sunday,1,2019-03-10,"4,099","2,898","2,397",501,2019-03-10,4099
1640,Monday,2,2019-03-11,"6,240","4,320","3,599",721,2019-03-11,6240
1641,Tuesday,3,2019-03-12,"5,871","4,127","3,375",752,2019-03-12,5871
1642,Wednesday,4,2019-03-13,"6,381","4,506","3,726",780,2019-03-13,6381
1643,Thursday,5,2019-03-14,"5,853","4,043","3,328",715,2019-03-14,5853
1644,Friday,6,2019-03-15,"4,425","3,116","2,499",617,2019-03-15,4425
1645,Saturday,7,2019-03-16,"2,961","2,099","1,685",414,2019-03-16,2961
1646,Sunday,1,2019-03-17,"4,008","2,744","2,258",486,2019-03-17,4008
1647,Monday,2,2019-03-18,"5,830","4,040","3,319",721,2019-03-18,5830
1648,Tuesday,3,2019-03-19,"6,089","4,164","3,448",716,2019-03-19,6089
1649,Wednesday,4,2019-03-20,"5,800","3,946","3,192",754,2019-03-20,5800
1650,Thursday,5,2019-03-21,"5,431","3,761","3,100",661,2019-03-21,5431
1651,Friday,6,2019-03-22,"4,560","3,071","2,543",528,2019-03-22,4560
1652,Saturday,7,2019-03-23,"3,256","2,254","1,859",395,2019-03-23,3256
1653,Sunday,1,2019-03-24,"4,156","2,858","2,386",472,2019-03-24,4156
1654,Monday,2,2019-03-25,"6,060","4,232","3,469",763,2019-03-25,6060
1655,Tuesday,3,2019-03-26,"6,191","4,344","3,578",766,2019-03-26,6191
1656,Wednesday,4,2019-03-27,"6,678","4,612","3,842",770,2019-03-27,6678
1657,Thursday,5,2019-03-28,"6,167","4,086","3,361",725,2019-03-28,6167
1658,Friday,6,2019-03-29,"4,441","3,147","2,601",546,2019-03-29,4441
1659,Saturday,7,2019-03-30,"3,243","2,325","1,949",376,2019-03-30,3243
1660,Sunday,1,2019-03-31,"4,260","3,039","2,543",496,2019-03-31,4260
1661,Monday,2,2019-04-01,"6,078","4,238","3,550",688,2019-04-01,6078
1662,Tuesday,3,2019-04-02,"6,824","4,656","3,833",823,2019-04-02,6824
1663,Wednesday,4,2019-04-03,"6,621","4,727","3,942",785,2019-04-03,6621
1664,Thursday,5,2019-04-04,"6,231","4,343","3,647",696,2019-04-04,6231
1665,Friday,6,2019-04-05,"4,776","3,346","2,719",627,2019-04-05,4776
1666,Saturday,7,2019-04-06,"3,148","2,319","1,924",395,2019-04-06,3148
1667,Sunday,1,2019-04-07,"4,357","3,050","2,511",539,2019-04-07,4357
1668,Monday,2,2019-04-08,"6,794","4,738","3,960",778,2019-04-08,6794
1669,Tuesday,3,2019-04-09,"6,688","4,505","3,736",769,2019-04-09,6688
1670,Wednesday,4,2019-04-10,"6,570","4,448","3,646",802,2019-04-10,6570
1671,Thursday,5,2019-04-11,"6,113","4,264","3,504",760,2019-04-11,6113
1672,Friday,6,2019-04-12,"4,856","3,336","2,726",610,2019-04-12,4856
1673,Saturday,7,2019-04-13,"3,401","2,409","2,011",398,2019-04-13,3401
1674,Sunday,1,2019-04-14,"4,551","3,197","2,600",597,2019-04-14,4551
1675,Monday,2,2019-04-15,"6,614","4,773","3,967",806,2019-04-15,6614
1676,Tuesday,3,2019-04-16,"7,019","4,837","4,037",800,2019-04-16,7019
1677,Wednesday,4,2019-04-17,"6,643","4,470","3,681",789,2019-04-17,6643
1678,Thursday,5,2019-04-18,"5,398","3,825","3,133",692,2019-04-18,5398
1679,Friday,6,2019-04-19,"4,323","2,981","2,482",499,2019-04-19,4323
1680,Saturday,7,2019-04-20,"3,546","2,442","2,020",422,2019-04-20,3546
1681,Sunday,1,2019-04-21,"4,312","3,045","2,534",511,2019-04-21,4312
1682,Monday,2,2019-04-22,"6,363","4,520","3,729",791,2019-04-22,6363
1683,Tuesday,3,2019-04-23,"6,797","4,968","4,147",821,2019-04-23,6797
1684,Wednesday,4,2019-04-24,"7,144","5,002","4,136",866,2019-04-24,7144
1685,Thursday,5,2019-04-25,"6,555","4,621","3,804",817,2019-04-25,6555
